ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE,ORDERE_YEAR,ORDER_MONTH,ORDER_DAY,ORDER_MONTH_NAME
10413,49,100.0,6896.75,2005-05-05,Shipped,2,5,2005,Classic Cars,143,S18_4027,Gift Depot Inc.,Bridgewater,USA,Medium,2005,5,5,May
10100,22,86.51,1903.22,2003-01-06,Shipped,1,1,2003,Vintage Cars,92,S18_4409,Online Diecast Creations Co.,Nashua,USA,Small,2003,1,6,January
10110,28,89.27,2499.56,2003-03-18,Shipped,1,3,2003,Vintage Cars,92,S18_4409,"AV Stores, Co.",Manchester,UK,Small,2003,3,18,March
10124,36,85.59,3081.24,2003-05-21,Shipped,2,5,2003,Vintage Cars,92,S18_4409,Signal Gift Stores,Las Vegas,USA,Medium,2003,5,21,May
10148,34,100.0,3598.22,2003-09-11,Shipped,3,9,2003,Vintage Cars,92,S18_4409,"Anna's Decorations, Ltd",North Sydney,Australia,Medium,2003,9,11,September
10162,39,100.0,3912.09,2003-10-18,Shipped,4,10,2003,Vintage Cars,92,S18_4409,Corporate Gift Ideas Co.,San Francisco,USA,Medium,2003,10,18,October
10173,21,75.46,1584.66,2003-11-05,Shipped,4,11,2003,Vintage Cars,92,S18_4409,Rovelli Gifts,Bergamo,Italy,Small,2003,11,5,November
10182,36,100.0,3942.72,2003-11-12,Shipped,4,11,2003,Vintage Cars,92,S18_4409,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2003,11,12,November
10193,24,97.55,2341.2,2003-11-21,Shipped,4,11,2003,Vintage Cars,92,S18_4409,"Australian Collectables, Ltd",Glen Waverly,Australia,Small,2003,11,21,November
10204,29,85.59,2482.11,2003-12-02,Shipped,4,12,2003,Vintage Cars,92,S18_4409,Muscle Machine Inc,NYC,USA,Small,2003,12,2,December
10213,38,94.79,3602.02,2004-01-22,Shipped,1,1,2004,Vintage Cars,92,S18_4409,"Double Decker Gift Stores, Ltd",London,UK,Medium,2004,1,22,January
10227,34,100.0,3566.94,2004-03-02,Shipped,1,3,2004,Vintage Cars,92,S18_4409,"Saveley & Henriot, Co.",Lyon,France,Medium,2004,3,2,March
10241,42,90.19,3787.98,2004-04-13,Shipped,2,4,2004,Vintage Cars,92,S18_4409,Mini Caravy,Strasbourg,France,Medium,2004,4,13,April
10280,35,100.0,3704.05,2004-08-17,Shipped,3,8,2004,Vintage Cars,92,S18_4409,Amica Models & Co.,Torino,Italy,Medium,2004,8,17,August
10288,35,80.99,2834.65,2004-09-01,Shipped,3,9,2004,Vintage Cars,92,S18_4409,Handji Gifts& Co,Singapore,Singapore,Small,2004,9,1,September
10302,38,89.27,3392.26,2003-10-06,Shipped,4,10,2003,Vintage Cars,92,S18_4409,"UK Collectables, Ltd.",Liverpool,UK,Medium,2003,10,6,October
10311,41,81.91,3358.31,2004-10-16,Shipped,4,10,2004,Vintage Cars,92,S18_4409,Euro Shopping Channel,Madrid,Spain,Medium,2004,10,16,October
10332,50,100.0,7310.0,2004-11-17,Shipped,4,11,2004,Vintage Cars,92,S18_4409,"AV Stores, Co.",Manchester,UK,Large,2004,11,17,November
10344,21,100.0,2203.11,2004-11-25,Shipped,4,11,2004,Vintage Cars,92,S18_4409,Marseille Mini Autos,Marseille,France,Small,2004,11,25,November
10367,43,62.72,2696.96,2005-01-12,Resolved,1,1,2005,Vintage Cars,92,S18_4409,Toys4GrownUps.com,Pasadena,USA,Small,2005,1,12,January
10380,32,100.0,3376.64,2005-02-16,Shipped,1,2,2005,Vintage Cars,92,S18_4409,Euro Shopping Channel,Madrid,Spain,Medium,2005,2,16,February
10407,6,90.19,541.14,2005-04-22,On Hold,2,4,2005,Vintage Cars,92,S18_4409,The Sharp Gifts Warehouse,San Jose,USA,Small,2005,4,22,April
10420,66,92.95,6134.7,2005-05-29,In Process,2,5,2005,Vintage Cars,92,S18_4409,Souveniers And Things Co.,Chatswood,Australia,Medium,2005,5,29,May
10105,41,82.5,3382.5,2003-02-11,Shipped,1,2,2003,Vintage Cars,87,S18_4522,Danish Wholesale Imports,Kobenhavn,Denmark,Medium,2003,2,11,February
10117,23,97.42,2240.66,2003-04-16,Shipped,2,4,2003,Vintage Cars,87,S18_4522,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,2003,4,16,April
10128,43,92.16,3962.88,2003-06-06,Shipped,2,6,2003,Vintage Cars,87,S18_4522,Euro Shopping Channel,Madrid,Spain,Medium,2003,6,6,June
10142,24,70.22,1685.28,2003-08-08,Shipped,3,8,2003,Vintage Cars,87,S18_4522,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2003,8,8,August
10153,22,83.38,1834.36,2003-09-28,Shipped,3,9,2003,Vintage Cars,87,S18_4522,Euro Shopping Channel,Madrid,Spain,Small,2003,9,28,September
10166,26,73.73,1916.98,2003-10-21,Shipped,4,10,2003,Vintage Cars,87,S18_4522,FunGiftIdeas.com,New Bedford,USA,Small,2003,10,21,October
10177,35,74.6,2611.0,2003-11-07,Shipped,4,11,2003,Vintage Cars,87,S18_4522,CAF Imports,Madrid,Spain,Small,2003,11,7,November
10185,47,77.24,3630.28,2003-11-14,Shipped,4,11,2003,Vintage Cars,87,S18_4522,Mini Creations Ltd.,New Bedford,USA,Medium,2003,11,14,November
10197,50,100.0,5090.5,2003-11-26,Shipped,4,11,2003,Vintage Cars,87,S18_4522,Enaco Distributors,Barcelona,Spain,Medium,2003,11,26,November
10208,45,87.77,3949.65,2004-01-02,Shipped,1,1,2004,Vintage Cars,87,S18_4522,"Saveley & Henriot, Co.",Lyon,France,Medium,2004,1,2,January
10221,39,89.53,3491.67,2004-02-18,Shipped,1,2,2004,Vintage Cars,87,S18_4522,Petit Auto,Bruxelles,Belgium,Medium,2004,2,18,February
10232,23,89.53,2059.19,2004-03-20,Shipped,1,3,2004,Vintage Cars,87,S18_4522,giftsbymail.co.uk,Cowes,UK,Small,2004,3,20,March
10248,42,75.48,3170.16,2004-05-07,Cancelled,2,5,2004,Vintage Cars,87,S18_4522,Land of Toys Inc.,NYC,USA,Medium,2004,5,7,May
10261,20,89.53,1790.6,2004-06-17,Shipped,2,6,2004,Vintage Cars,87,S18_4522,Quebec Home Shopping Network,Montreal,Canada,Small,2004,6,17,June
10273,33,71.09,2345.97,2004-07-21,Shipped,3,7,2004,Vintage Cars,87,S18_4522,Petit Auto,Bruxelles,Belgium,Small,2004,7,21,July
10283,34,100.0,3580.88,2004-08-20,Shipped,3,8,2004,Vintage Cars,87,S18_4522,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Medium,2004,8,20,August
10293,49,100.0,4946.06,2004-09-09,Shipped,3,9,2004,Vintage Cars,87,S18_4522,Amica Models & Co.,Torino,Italy,Medium,2004,9,9,September
10306,39,90.4,3525.6,2004-10-14,Shipped,4,10,2004,Vintage Cars,87,S18_4522,"AV Stores, Co.",Manchester,UK,Medium,2004,10,14,October
10315,36,100.0,3602.16,2004-10-29,Shipped,4,10,2004,Vintage Cars,87,S18_4522,La Rochelle Gifts,Nantes,France,Medium,2004,10,29,October
10326,50,86.01,4300.5,2004-11-09,Shipped,4,11,2004,Vintage Cars,87,S18_4522,"Volvo Model Replicas, Co",Lule,Sweden,Medium,2004,11,9,November
10337,29,100.0,4498.19,2004-11-21,Shipped,4,11,2004,Vintage Cars,87,S18_4522,Classic Legends Inc.,NYC,USA,Medium,2004,11,21,November
10350,30,100.0,3023.1,2004-12-02,Shipped,4,12,2004,Vintage Cars,87,S18_4522,Euro Shopping Channel,Madrid,Spain,Medium,2004,12,2,December
10372,41,86.89,3562.49,2005-01-26,Shipped,1,1,2005,Vintage Cars,87,S18_4522,"Tokyo Collectables, Ltd",Minato-ku,Japan,Medium,2005,1,26,January
10383,28,58.58,1640.24,2005-02-22,Shipped,1,2,2005,Vintage Cars,87,S18_4522,Euro Shopping Channel,Madrid,Spain,Small,2005,2,22,February
10396,45,100.0,4739.4,2005-03-23,Shipped,1,3,2005,Vintage Cars,87,S18_4522,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2005,3,23,March
10414,16,75.48,1207.68,2005-05-06,On Hold,2,5,2005,Vintage Cars,87,S18_4522,Gifts4AllAges.com,Boston,USA,Small,2005,5,6,May
10103,36,100.0,4228.2,2003-01-29,Shipped,1,1,2003,Trucks and Buses,121,S18_4600,Baane Mini Imports,Stavern,Norway,Medium,2003,1,29,January
10114,41,100.0,4815.45,2003-04-01,Shipped,2,4,2003,Trucks and Buses,121,S18_4600,"La Corne D'abondance, Co.",Paris,France,Medium,2003,4,1,April
10126,50,100.0,7083.0,2003-05-28,Shipped,2,5,2003,Trucks and Buses,121,S18_4600,"Corrida Auto Replicas, Ltd",Madrid,Spain,Large,2003,5,28,May
10140,40,100.0,4601.2,2003-07-24,Shipped,3,7,2003,Trucks and Buses,121,S18_4600,Technics Stores Inc.,Burlingame,USA,Medium,2003,7,24,July
10150,49,100.0,6467.02,2003-09-19,Shipped,3,9,2003,Trucks and Buses,121,S18_4600,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,2003,9,19,September
10164,45,100.0,5012.55,2003-10-21,Resolved,4,10,2003,Trucks and Buses,121,S18_4600,Mini Auto Werke,Graz,Austria,Medium,2003,10,21,October
10175,47,100.0,5121.59,2003-11-06,Shipped,4,11,2003,Trucks and Buses,121,S18_4600,"Stylish Desk Decors, Co.",London,UK,Medium,2003,11,6,November
10183,21,100.0,2441.04,2003-11-13,Shipped,4,11,2003,Trucks and Buses,121,S18_4600,"Classic Gift Ideas, Inc",Philadelphia,USA,Small,2003,11,13,November
10194,32,100.0,4262.08,2003-11-25,Shipped,4,11,2003,Trucks and Buses,121,S18_4600,"Saveley & Henriot, Co.",Lyon,France,Medium,2003,11,25,November
10207,47,100.0,6658.02,2003-12-09,Shipped,4,12,2003,Trucks and Buses,121,S18_4600,Diecast Collectables,Boston,USA,Medium,2003,12,9,December
10217,38,100.0,4509.08,2004-02-04,Shipped,1,2,2004,Trucks and Buses,121,S18_4600,Handji Gifts& Co,Singapore,Singapore,Medium,2004,2,4,February
10229,41,100.0,4716.23,2004-03-11,Shipped,1,3,2004,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2004,3,11,March
10245,21,100.0,2390.22,2004-05-04,Shipped,2,5,2004,Trucks and Buses,121,S18_4600,Super Scale Inc.,New Haven,USA,Small,2004,5,4,May
10259,41,100.0,4666.62,2004-06-15,Shipped,2,6,2004,Trucks and Buses,121,S18_4600,Handji Gifts& Co,Singapore,Singapore,Medium,2004,6,15,June
10270,38,100.0,5383.08,2004-07-19,Shipped,3,7,2004,Trucks and Buses,121,S18_4600,Souveniers And Things Co.,Chatswood,Australia,Medium,2004,7,19,July
10281,25,99.29,2482.25,2004-08-19,Shipped,3,8,2004,Trucks and Buses,121,S18_4600,Diecast Classics Inc.,Allentown,USA,Small,2004,8,19,August
10291,48,100.0,5288.64,2004-09-08,Shipped,3,9,2004,Trucks and Buses,121,S18_4600,Scandinavian Gift Ideas,Boras,Sweden,Medium,2004,9,8,September
10305,22,99.29,2184.38,2004-10-13,Shipped,4,10,2004,Trucks and Buses,121,S18_4600,Marta's Replicas Co.,Cambridge,USA,Small,2004,10,13,October
10313,28,100.0,2881.76,2004-10-22,Shipped,4,10,2004,Trucks and Buses,121,S18_4600,Canadian Gift Exchange Network,Vancouver,Canada,Small,2004,10,22,October
10323,47,100.0,6203.06,2004-11-05,Shipped,4,11,2004,Trucks and Buses,121,S18_4600,"Blauer See Auto, Co.",Frankfurt,Germany,Medium,2004,11,5,November
10334,49,100.0,6763.47,2004-11-19,On Hold,4,11,2004,Trucks and Buses,121,S18_4600,"Volvo Model Replicas, Co",Lule,Sweden,Medium,2004,11,19,November
10347,45,100.0,5884.65,2004-11-29,Shipped,4,11,2004,Trucks and Buses,121,S18_4600,"Australian Collectors, Co.",Melbourne,Australia,Medium,2004,11,29,November
10357,28,100.0,3559.64,2004-12-10,Shipped,4,12,2004,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2004,12,10,December
10370,29,57.53,1668.37,2005-01-20,Shipped,1,1,2005,Trucks and Buses,121,S18_4600,"Anna's Decorations, Ltd",North Sydney,Australia,Small,2005,1,20,January
10382,39,100.0,4890.6,2005-02-17,Shipped,1,2,2005,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2005,2,17,February
10411,46,100.0,5235.72,2005-05-01,Shipped,2,5,2005,Trucks and Buses,121,S18_4600,Quebec Home Shopping Network,Montreal,Canada,Medium,2005,5,1,May
10425,38,100.0,4325.16,2005-05-31,In Process,2,5,2005,Trucks and Buses,121,S18_4600,La Rochelle Gifts,Nantes,France,Medium,2005,5,31,May
10103,41,47.29,1938.89,2003-01-29,Shipped,1,1,2003,Vintage Cars,50,S18_4668,Baane Mini Imports,Stavern,Norway,Small,2003,1,29,January
10113,50,49.81,2490.5,2003-03-26,Shipped,1,3,2003,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2003,3,26,March
10126,43,53.83,2314.69,2003-05-28,Shipped,2,5,2003,Vintage Cars,50,S18_4668,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,2003,5,28,May
10140,29,43.27,1254.83,2003-07-24,Shipped,3,7,2003,Vintage Cars,50,S18_4668,Technics Stores Inc.,Burlingame,USA,Small,2003,7,24,July
10150,30,42.76,1282.8,2003-09-19,Shipped,3,9,2003,Vintage Cars,50,S18_4668,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,2003,9,19,September
10164,25,53.83,1345.75,2003-10-21,Resolved,4,10,2003,Vintage Cars,50,S18_4668,Mini Auto Werke,Graz,Austria,Small,2003,10,21,October
10174,49,44.78,2194.22,2003-11-06,Shipped,4,11,2003,Vintage Cars,50,S18_4668,"Australian Gift Network, Co",South Brisbane,Australia,Small,2003,11,6,November
10183,40,49.3,1972.0,2003-11-13,Shipped,4,11,2003,Vintage Cars,50,S18_4668,"Classic Gift Ideas, Inc",Philadelphia,USA,Small,2003,11,13,November
10194,41,44.78,1835.98,2003-11-25,Shipped,4,11,2003,Vintage Cars,50,S18_4668,"Saveley & Henriot, Co.",Lyon,France,Small,2003,11,25,November
10206,21,53.33,1119.93,2003-12-05,Shipped,4,12,2003,Vintage Cars,50,S18_4668,Canadian Gift Exchange Network,Vancouver,Canada,Small,2003,12,5,December
10215,46,45.28,2082.88,2004-01-29,Shipped,1,1,2004,Vintage Cars,50,S18_4668,West Coast Collectables Co.,Burbank,USA,Small,2004,1,29,January
10229,39,40.25,1569.75,2004-03-11,Shipped,1,3,2004,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2004,3,11,March
10245,45,59.87,2694.15,2004-05-04,Shipped,2,5,2004,Vintage Cars,50,S18_4668,Super Scale Inc.,New Haven,USA,Small,2004,5,4,May
10258,21,59.87,1257.27,2004-06-15,Shipped,2,6,2004,Vintage Cars,50,S18_4668,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,2004,6,15,June
10270,44,58.36,2567.84,2004-07-19,Shipped,3,7,2004,Vintage Cars,50,S18_4668,Souveniers And Things Co.,Chatswood,Australia,Small,2004,7,19,July
10281,44,59.87,2634.28,2004-08-19,Shipped,3,8,2004,Vintage Cars,50,S18_4668,Diecast Classics Inc.,Allentown,USA,Small,2004,8,19,August
10291,29,51.82,1502.78,2004-09-08,Shipped,3,9,2004,Vintage Cars,50,S18_4668,Scandinavian Gift Ideas,Boras,Sweden,Small,2004,9,8,September
10304,34,49.3,1676.2,2004-10-11,Shipped,4,10,2004,Vintage Cars,50,S18_4668,Auto Assoc. & Cie.,Versailles,France,Small,2004,10,11,October
10312,39,56.85,2217.15,2004-10-21,Shipped,4,10,2004,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2004,10,21,October
10324,38,100.0,6832.02,2004-11-05,Shipped,4,11,2004,Vintage Cars,50,S18_4668,Vitachrome Inc.,NYC,USA,Medium,2004,11,5,November
10333,24,79.86,1916.64,2004-11-18,Shipped,4,11,2004,Vintage Cars,50,S18_4668,Mini Wheels Co.,San Francisco,USA,Small,2004,11,18,November
10348,29,100.0,7110.8,2004-11-01,Shipped,4,11,2004,Vintage Cars,50,S18_4668,"Corrida Auto Replicas, Ltd",Madrid,Spain,Large,2004,11,1,November
10358,30,100.0,5302.8,2004-12-10,Shipped,4,12,2004,Vintage Cars,50,S18_4668,Euro Shopping Channel,Madrid,Spain,Medium,2004,12,10,December
10370,20,100.0,2730.0,2005-01-20,Shipped,1,1,2005,Vintage Cars,50,S18_4668,"Anna's Decorations, Ltd",North Sydney,Australia,Small,2005,1,20,January
10382,39,100.0,7827.3,2005-02-17,Shipped,1,2,2005,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,2005,2,17,February
10411,35,59.87,2095.45,2005-05-01,Shipped,2,5,2005,Vintage Cars,50,S18_4668,Quebec Home Shopping Network,Montreal,Canada,Small,2005,5,1,May
10424,26,59.87,1556.62,2005-05-31,In Process,2,5,2005,Vintage Cars,50,S18_4668,Euro Shopping Channel,Madrid,Spain,Small,2005,5,31,May
10108,44,100.0,5565.12,2003-03-03,Shipped,1,3,2003,Classic Cars,148,S18_4721,Cruz & Sons Co.,Makati City,Philippines,Medium,2003,3,3,March
10122,28,100.0,3583.16,2003-05-08,Shipped,2,5,2003,Classic Cars,148,S18_4721,Marseille Mini Autos,Marseille,France,Medium,2003,5,8,May
10135,31,100.0,4705.18,2003-07-02,Shipped,3,7,2003,Classic Cars,148,S18_4721,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2003,7,2,July
10146,29,100.0,4444.54,2003-09-03,Shipped,3,9,2003,Classic Cars,148,S18_4721,Gift Ideas Corp.,Glendale,USA,Medium,2003,9,3,September
10159,32,100.0,4618.88,2003-10-10,Shipped,4,10,2003,Classic Cars,148,S18_4721,Corporate Gift Ideas Co.,San Francisco,USA,Medium,2003,10,10,October
10169,33,100.0,4910.4,2003-11-04,Shipped,4,11,2003,Classic Cars,148,S18_4721,"Anna's Decorations, Ltd",North Sydney,Australia,Medium,2003,11,4,November
10180,44,100.0,5565.12,2003-11-11,Shipped,4,11,2003,Classic Cars,148,S18_4721,Daedalus Designs Imports,Lille,France,Medium,2003,11,11,November
10191,32,100.0,4237.76,2003-11-20,Shipped,4,11,2003,Classic Cars,148,S18_4721,"Toms Spezialitten, Ltd",Koln,Germany,Medium,2003,11,20,November
10211,41,100.0,5673.58,2004-01-15,Shipped,1,1,2004,Classic Cars,148,S18_4721,Auto Canal Petit,Paris,France,Medium,2004,1,15,January
10225,35,100.0,5260.15,2004-02-22,Shipped,1,2,2004,Classic Cars,148,S18_4721,"Vida Sport, Ltd",Gensve,Switzerland,Medium,2004,2,22,February
10238,44,100.0,6350.96,2004-04-09,Shipped,2,4,2004,Classic Cars,148,S18_4721,Danish Wholesale Imports,Kobenhavn,Denmark,Medium,2004,4,9,April
10252,26,100.0,3559.4,2004-05-26,Shipped,2,5,2004,Classic Cars,148,S18_4721,Auto Canal Petit,Paris,France,Medium,2004,5,26,May
10264,20,100.0,2410.6,2004-06-30,Shipped,2,6,2004,Classic Cars,148,S18_4721,Gifts4AllAges.com,Boston,USA,Small,2004,6,30,June
10276,48,100.0,5713.92,2004-08-02,Shipped,3,8,2004,Classic Cars,148,S18_4721,Online Mini Collectables,Brickhaven,USA,Medium,2004,8,2,August
10287,34,100.0,4300.32,2004-08-30,Shipped,3,8,2004,Classic Cars,148,S18_4721,"Vida Sport, Ltd",Gensve,Switzerland,Medium,2004,8,30,August
10299,49,100.0,7947.31,2004-09-30,Shipped,3,9,2004,Classic Cars,148,S18_4721,"Toys of Finland, Co.",Helsinki,Finland,Large,2004,9,30,September
10310,40,100.0,5356.8,2004-10-16,Shipped,4,10,2004,Classic Cars,148,S18_4721,"Toms Spezialitten, Ltd",Koln,Germany,Medium,2004,10,16,October
10319,45,100.0,7901.1,2004-11-03,Shipped,4,11,2004,Classic Cars,148,S18_4721,Microscale Inc.,NYC,USA,Large,2004,11,3,November
10330,50,100.0,6101.0,2004-11-16,Shipped,4,11,2004,Classic Cars,148,S18_4721,Cruz & Sons Co.,Makati City,Philippines,Medium,2004,11,16,November
10342,38,100.0,6276.46,2004-11-24,Shipped,4,11,2004,Classic Cars,148,S18_4721,"Australian Collectors, Co.",Melbourne,Australia,Medium,2004,11,24,November
10355,25,100.0,4203.5,2004-12-07,Shipped,4,12,2004,Classic Cars,148,S18_4721,Euro Shopping Channel,Madrid,Spain,Medium,2004,12,7,December
10363,28,58.18,1629.04,2005-01-06,Shipped,1,1,2005,Classic Cars,148,S18_4721,Suominen Souveniers,Espoo,Finland,Small,2005,1,6,January
10378,49,67.14,3289.86,2005-02-10,Shipped,1,2,2005,Classic Cars,148,S18_4721,Euro Shopping Channel,Madrid,Spain,Medium,2005,2,10,February
10390,49,100.0,6862.94,2005-03-04,Shipped,1,3,2005,Classic Cars,148,S18_4721,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2005,3,4,March
10110,42,61.29,2574.18,2003-03-18,Shipped,1,3,2003,Classic Cars,71,S18_4933,"AV Stores, Co.",Manchester,UK,Small,2003,3,18,March
10124,23,57.73,1327.79,2003-05-21,Shipped,2,5,2003,Classic Cars,71,S18_4933,Signal Gift Stores,Las Vegas,USA,Small,2003,5,21,May
10148,29,81.25,2356.25,2003-09-11,Shipped,3,9,2003,Classic Cars,71,S18_4933,"Anna's Decorations, Ltd",North Sydney,Australia,Small,2003,9,11,September
10161,25,80.54,2013.5,2003-10-17,Shipped,4,10,2003,Classic Cars,71,S18_4933,Heintze Collectables,Aaarhus,Denmark,Small,2003,10,17,October
10173,39,71.98,2807.22,2003-11-05,Shipped,4,11,2003,Classic Cars,71,S18_4933,Rovelli Gifts,Bergamo,Italy,Small,2003,11,5,November
10182,44,69.84,3072.96,2003-11-12,Shipped,4,11,2003,Classic Cars,71,S18_4933,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2003,11,12,November
10193,25,76.26,1906.5,2003-11-21,Shipped,4,11,2003,Classic Cars,71,S18_4933,"Australian Collectables, Ltd",Glen Waverly,Australia,Small,2003,11,21,November
10204,45,76.26,3431.7,2003-12-02,Shipped,4,12,2003,Classic Cars,71,S18_4933,Muscle Machine Inc,NYC,USA,Medium,2003,12,2,December
10213,25,83.39,2084.75,2004-01-22,Shipped,1,1,2004,Classic Cars,71,S18_4933,"Double Decker Gift Stores, Ltd",London,UK,Small,2004,1,22,January
10227,37,57.73,2136.01,2004-03-02,Shipped,1,3,2004,Classic Cars,71,S18_4933,"Saveley & Henriot, Co.",Lyon,France,Small,2004,3,2,March
10241,30,66.99,2009.7,2004-04-13,Shipped,2,4,2004,Classic Cars,71,S18_4933,Mini Caravy,Strasbourg,France,Small,2004,4,13,April
10267,36,75.55,2719.8,2004-07-07,Shipped,3,7,2004,Classic Cars,71,S18_4933,Muscle Machine Inc,NYC,USA,Small,2004,7,7,July
10279,26,60.58,1575.08,2004-08-09,Shipped,3,8,2004,Classic Cars,71,S18_4933,Euro Shopping Channel,Madrid,Spain,Small,2004,8,9,August
10288,23,73.41,1688.43,2004-09-01,Shipped,3,9,2004,Classic Cars,71,S18_4933,Handji Gifts& Co,Singapore,Singapore,Small,2004,9,1,September
10302,23,72.7,1672.1,2003-10-06,Shipped,4,10,2003,Classic Cars,71,S18_4933,"UK Collectables, Ltd.",Liverpool,UK,Small,2003,10,6,October
10311,25,66.99,1674.75,2004-10-16,Shipped,4,10,2004,Classic Cars,71,S18_4933,Euro Shopping Channel,Madrid,Spain,Small,2004,10,16,October
10332,21,100.0,3472.98,2004-11-17,Shipped,4,11,2004,Classic Cars,71,S18_4933,"AV Stores, Co.",Manchester,UK,Medium,2004,11,17,November
10344,26,63.43,1649.18,2004-11-25,Shipped,4,11,2004,Classic Cars,71,S18_4933,Marseille Mini Autos,Marseille,France,Small,2004,11,25,November
10367,44,85.25,3751.0,2005-01-12,Resolved,1,1,2005,Classic Cars,71,S18_4933,Toys4GrownUps.com,Pasadena,USA,Medium,2005,1,12,January
10380,24,100.0,4536.0,2005-02-16,Shipped,1,2,2005,Classic Cars,71,S18_4933,Euro Shopping Channel,Madrid,Spain,Medium,2005,2,16,February
10407,66,66.99,4421.34,2005-04-22,On Hold,2,4,2005,Classic Cars,71,S18_4933,The Sharp Gifts Warehouse,San Jose,USA,Medium,2005,4,22,April
10420,36,57.73,2078.28,2005-05-29,In Process,2,5,2005,Classic Cars,71,S18_4933,Souveniers And Things Co.,Chatswood,Australia,Small,2005,5,29,May
10110,36,85.25,3069.0,2003-03-18,Shipped,1,3,2003,Classic Cars,73,S24_1046,"AV Stores, Co.",Manchester,UK,Medium,2003,3,18,March
10124,22,77.9,1713.8,2003-05-21,Shipped,2,5,2003,Classic Cars,73,S24_1046,Signal Gift Stores,Las Vegas,USA,Small,2003,5,21,May
10148,25,60.26,1506.5,2003-09-11,Shipped,3,9,2003,Classic Cars,73,S24_1046,"Anna's Decorations, Ltd",North Sydney,Australia,Small,2003,9,11,September
10161,37,72.76,2692.12,2003-10-17,Shipped,4,10,2003,Classic Cars,73,S24_1046,Heintze Collectables,Aaarhus,Denmark,Small,2003,10,17,October
10172,32,75.69,2422.08,2003-11-05,Shipped,4,11,2003,Classic Cars,73,S24_1046,Gift Depot Inc.,Bridgewater,USA,Small,2003,11,5,November
10182,47,74.22,3488.34,2003-11-12,Shipped,4,11,2003,Classic Cars,73,S24_1046,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2003,11,12,November
10192,37,69.82,2583.34,2003-11-20,Shipped,4,11,2003,Classic Cars,73,S24_1046,Online Diecast Creations Co.,Nashua,USA,Small,2003,11,20,November
10204,20,62.47,1249.4,2003-12-02,Shipped,4,12,2003,Classic Cars,73,S24_1046,Muscle Machine Inc,NYC,USA,Small,2003,12,2,December
10212,41,82.31,3374.71,2004-01-16,Shipped,1,1,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,Madrid,Spain,Medium,2004,1,16,January
10226,21,60.26,1265.46,2004-02-26,Shipped,1,2,2004,Classic Cars,73,S24_1046,Collectable Mini Designs Co.,San Diego,USA,Small,2004,2,26,February
10241,22,76.43,1681.46,2004-04-13,Shipped,2,4,2004,Classic Cars,73,S24_1046,Mini Caravy,Strasbourg,France,Small,2004,4,13,April
10267,40,80.1,3204.0,2004-07-07,Shipped,3,7,2004,Classic Cars,73,S24_1046,Muscle Machine Inc,NYC,USA,Medium,2004,7,7,July
10279,32,74.96,2398.72,2004-08-09,Shipped,3,8,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,Madrid,Spain,Small,2004,8,9,August
10288,36,66.14,2381.04,2004-09-01,Shipped,3,9,2004,Classic Cars,73,S24_1046,Handji Gifts& Co,Singapore,Singapore,Small,2004,9,1,September
10301,27,72.02,1944.54,2003-10-05,Shipped,4,10,2003,Classic Cars,73,S24_1046,"Norway Gifts By Mail, Co.",Oslo,Norway,Small,2003,10,5,October
10311,26,87.45,2273.7,2004-10-16,Shipped,4,10,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,Madrid,Spain,Small,2004,10,16,October
10321,30,70.55,2116.5,2004-11-04,Shipped,4,11,2004,Classic Cars,73,S24_1046,FunGiftIdeas.com,New Bedford,USA,Small,2004,11,4,November
